1662 1 22 0 0.333 2.0 -1 449717633181 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 449717633181 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 449717633181 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 449717633181 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.5 0 -1
1662 1 22 0 0.333 2.0 -1 449717633181 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.75 0 -1
1662 1 8 0 0.333 2.0 -1 449717633181 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 15 0 0.333 2.0 -1 449717633181 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 0.25 -1 449717633181 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 0.5 -1 449717633181 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 0.75 -1 449717633181 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 1.0 -1 449717633181 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 449717633181 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 3.0 -1 449717633181 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 449717633181 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.667 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 449717633181 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 1.0 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 449717633181 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 449717633181 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 449717633181 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 449717633181 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.5 0 -1
1662 1 22 0 0.333 2.0 -1 449717633181 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.75 0 -1
1662 1 8 0 0.333 2.0 -1 449717633181 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 15 0 0.333 2.0 -1 449717633181 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 0.25 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 0.5 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 0.75 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 1.0 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 3.0 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.667 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 1.0 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 964149221407 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 964149221407 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 964149221407 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.5 0 -1
1662 1 22 0 0.333 2.0 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.75 0 -1
1662 1 8 0 0.333 2.0 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 15 0 0.333 2.0 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 0.25 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 0.5 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 0.75 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 1.0 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 3.0 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.667 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 1.0 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 964149221407 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 964149221407 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 964149221407 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.5 0 -1
1662 1 22 0 0.333 2.0 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.75 0 -1
1662 1 8 0 0.333 2.0 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 15 0 0.333 2.0 -1 964149221407 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 0.25 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 0.5 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 0.75 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 1.0 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 3.0 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.667 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 1.0 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 15171377958 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 15171377958 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 15171377958 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.5 0 -1
1662 1 22 0 0.333 2.0 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.75 0 -1
1662 1 8 0 0.333 2.0 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 15 0 0.333 2.0 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 0.25 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 0.5 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 0.75 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 1.0 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 3.0 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.667 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 1.0 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 15171377958 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 15171377958 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 15171377958 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.5 0 -1
1662 1 22 0 0.333 2.0 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.75 0 -1
1662 1 8 0 0.333 2.0 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 15 0 0.333 2.0 -1 15171377958 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 0.25 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 0.5 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 0.75 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 1.0 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 3.0 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.667 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 1.0 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 155160380332 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 155160380332 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 155160380332 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.5 0 -1
1662 1 22 0 0.333 2.0 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.75 0 -1
1662 1 8 0 0.333 2.0 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 15 0 0.333 2.0 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 0.25 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 0.5 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 0.75 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 1.0 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 3.0 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.667 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 1.0 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 155160380332 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 155160380332 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 155160380332 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.5 0 -1
1662 1 22 0 0.333 2.0 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.75 0 -1
1662 1 8 0 0.333 2.0 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 15 0 0.333 2.0 -1 155160380332 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 0.25 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 0.5 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 0.75 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 1.0 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 3.0 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.667 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 1.0 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 142063204141 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 142063204141 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 142063204141 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.5 0 -1
1662 1 22 0 0.333 2.0 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.75 0 -1
1662 1 8 0 0.333 2.0 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 15 0 0.333 2.0 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 0.25 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 0.5 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 0.75 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 1.0 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 3.0 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.667 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 1.0 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 142063204141 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 142063204141 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 142063204141 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.5 0 -1
1662 1 22 0 0.333 2.0 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.75 0 -1
1662 1 8 0 0.333 2.0 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 15 0 0.333 2.0 -1 142063204141 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 0.25 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 0.5 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 0.75 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 1.0 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 3.0 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.667 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 1.0 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 823581658156 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 823581658156 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 823581658156 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.5 0 -1
1662 1 22 0 0.333 2.0 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.75 0 -1
1662 1 8 0 0.333 2.0 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 15 0 0.333 2.0 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 0.25 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 0.5 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 0.75 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 1.0 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 3.0 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.667 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 1.0 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 823581658156 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 823581658156 3 3 3 3 3 1 1 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 823581658156 3 3 3 3 3 0 1 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.5 0 -1
1662 1 22 0 0.333 2.0 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.75 0 -1
1662 1 8 0 0.333 2.0 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 15 0 0.333 2.0 -1 823581658156 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 10.0 0.25 0 -1
1662 1 22 0 0.333 0.25 -1 431280703032 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 0.5 -1 431280703032 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 0.75 -1 431280703032 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 1.0 -1 431280703032 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 431280703032 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 3.0 -1 431280703032 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 431280703032 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 0.667 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 431280703032 3 3 3 3 3 0 0 settings_16_nodes_paper_experiments7 1.0 1.3 0.0 0.25 0 -1
1662 1 22 0 0.333 2.0 -1 431280703032 3 3 3 3 3 1 0 settings_16_nodes_paper_experiments7 0.333 1.3 0.0 0.25 0 -1
